Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Total People Quarantined,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation) ,Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
08/05/2021,Gujarat,,,,19158868,Tested,,,,,462310,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8319,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
09/05/2021,Gujarat,,,,19286299,Tested,,,,,467997,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8339,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
10/05/2021,Gujarat,,,,19422086,Tested,,,,,463702,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8365,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
11/05/2021,Gujarat,,,,19565601,Tested,,,,,461888,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8385,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
12/05/2021,Gujarat,,,,19709259,Tested,,,,,450233,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8399,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
13/05/2021,Gujarat,,,,19849128,Tested,,,,,445144,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8422,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
14/05/2021,Gujarat,,,,19978336,Tested,,,,,439760,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8440,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
15/05/2021,Gujarat,,,,20106656,Tested,,,,,435805,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8463,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
16/05/2021,Gujarat,,,,20230784,Tested,,,,,425129,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8482,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
17/05/2021,Gujarat,,,,20352437,Tested,,,,,421697,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8503,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
18/05/2021,Gujarat,,,,20467101,Tested,,,,,379277,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8527,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
19/05/2021,Gujarat,,,,20557040,Tested,,,,,376214,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8544,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
20/05/2021,Gujarat,,,,20653954,Tested,,,,,360141,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8555,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
21/05/2021,Gujarat,,,,20763702,Tested,,,,,336892,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8580,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
22/05/2021,Gujarat,,,,20870917,Tested,,,,,331523,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8594,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
23/05/2021,Gujarat,,,,20973092,Tested,,,,,325419,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8614,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
24/05/2021,Gujarat,,,,21072692,Tested,,,,,310207,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8631,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
25/05/2021,Gujarat,,,,21170095,Tested,,,,,268075,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8663,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
26/05/2021,Gujarat,,,,21272316,Tested,,,,,248396,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8682,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
27/05/2021,Gujarat,,,,21375281,Tested,,,,,215440,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8694,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
28/05/2021,Gujarat,,,,21478980,Tested,,,,,200931,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8712,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
29/05/2021,Gujarat,,,,21579218,Tested,,,,,194854,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8740,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
30/05/2021,Gujarat,,,,21671123,Tested,,,,,173499,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8755,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
31/05/2021,Gujarat,,,,21759214,Tested,,,,,154342,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8774,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
01/06/2021,Gujarat,,,,21842042,Tested,,,,,141862,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8790,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
02/06/2021,Gujarat,,,,21926442,Tested,,,,,133820,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8809,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
03/06/2021,Gujarat,,,,22009878,Tested,,,,,127276,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8827,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
04/06/2021,Gujarat,,,,22092779,Tested,,,,,120142,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8839,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
05/06/2021,Gujarat,,,,22171235,Tested,,,,,111746,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8861,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
06/06/2021,Gujarat,,,,22244510,Tested,,,,,105433,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8882,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
07/06/2021,Gujarat,,,,22309332,Tested,,,,,99920,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8893,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
08/06/2021,Gujarat,,,,22381707,Tested,,,,,91879,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8909,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
09/06/2021,Gujarat,,,,22455486,Tested,,,,,82082,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8921,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
10/06/2021,Gujarat,,,,22532158,Tested,,,,,65317,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8940,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
11/06/2021,Gujarat,,,,22604931,Tested,,,,,54480,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8962,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
12/06/2021,Gujarat,,,,22673779,Tested,,,,,50841,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/8987,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
13/06/2021,Gujarat,,,,22736919,Tested,,,,,47156,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9006,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
14/06/2021,Gujarat,,,,22794305,Tested,,,,,45683,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9027,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
15/06/2021,Gujarat,,,,22854646,Tested,,,,,40028,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9044,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
16/06/2021,Gujarat,,,,22916035,Tested,,,,,36463,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9063,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
17/06/2021,Gujarat,,,,22976730,Tested,,,,,34715,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9085,https://gujcovid19.gujarat.gov.in/,https://twitter.com/GujHFWDept/status/1372195587492212738/photo/1,
18/06/2021,Gujarat,,,,23036542,Tested,,,,,31042,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9109,https://gujcovid19.gujarat.gov.in/,,
19/06/2021,Gujarat,,,,23093131,Tested,,,,,28822,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9129,https://gujcovid19.gujarat.gov.in/,,
20/06/2021,Gujarat,,,,23145712,Tested,,,,,27156,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9147,https://gujcovid19.gujarat.gov.in/,,
21/06/2021,Gujarat,,,,23192009,Tested,,,,,26158,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9168,https://gujcovid19.gujarat.gov.in/,,
22/06/2021,Gujarat,,,,23246120,Tested,,,,,22214,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9189,https://gujcovid19.gujarat.gov.in/,,
23/06/2021,Gujarat,,,,23298784,Tested,,,,,21207,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9205,https://gujcovid19.gujarat.gov.in/,,
24/06/2021,Gujarat,,,,23359904,Tested,,,,,19947,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9221,https://gujcovid19.gujarat.gov.in/,,
25/06/2021,Gujarat,,,,23418107,Tested,,,,,16788,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9236,https://gujcovid19.gujarat.gov.in/,,
26/06/2021,Gujarat,,,,23473720,Tested,,,,,15918,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9255,https://gujcovid19.gujarat.gov.in/,,
27/06/2021,Gujarat,,,,23526874,Tested,,,,,17856,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9268,https://gujcovid19.gujarat.gov.in/,,
28/06/2021,Gujarat,,,,23574778,Tested,,,,,17453,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9296,https://gujcovid19.gujarat.gov.in/,,
29/06/2021,Gujarat,,,,23631617,Tested,,,,,16624,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9321,https://gujcovid19.gujarat.gov.in/,,
30/06/2021,Gujarat,,,,23690300,Tested,,,,,16575,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9336,https://gujcovid19.gujarat.gov.in/,,
01/07/2021,Gujarat,,,,23754343,Tested,,,,,,,,,,,15604,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9354,https://gujcovid19.gujarat.gov.in/,,
02/07/2021,Gujarat,,,,23813162,Tested,,,,,,,,,,,13933,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9371,https://gujcovid19.gujarat.gov.in/,,
03/07/2021,Gujarat,,,,23873009,Tested,,,,,,,,,,,12888,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9394,https://gujcovid19.gujarat.gov.in/,,
04/07/2021,Gujarat,,,,23927790,Tested,,,,,,,,,,,12239,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9408,https://gujcovid19.gujarat.gov.in/,,
05/07/2021,Gujarat,,,,23978744,Tested,,,,,,,,,,,12104,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9429,https://gujcovid19.gujarat.gov.in/,,
06/07/2021,Gujarat,,,,24033168,Tested,,,,,,,,,,,11113,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9449,https://gujcovid19.gujarat.gov.in/,,
07/07/2021,Gujarat,,,,24087751,Tested,,,,,,,,,,,9375,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9482,https://gujcovid19.gujarat.gov.in/,,
08/07/2021,Gujarat,,,,24143687,Tested,,,,,,,,,,,8632,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9501,https://gujcovid19.gujarat.gov.in/,,
09/07/2021,Gujarat,,,,24199679,Tested,,,,,,,,,,,8346,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9524,https://gujcovid19.gujarat.gov.in/,,
10/07/2021,Gujarat,,,,24255671,Tested,,,,,,,,,,,8019,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9551,https://gujcovid19.gujarat.gov.in/,,
11/07/2021,Gujarat,,,,24296959,Tested,,,,,,,,,,,7586,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9569,https://gujcovid19.gujarat.gov.in/,,
12/07/2021,Gujarat,,,,24343747,Tested,,,,,,,,,,,6465,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9606,https://gujcovid19.gujarat.gov.in/,,
13/07/2021,Gujarat,,,,24392614,Tested,,,,,,,,,,,6461,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9609,https://gujcovid19.gujarat.gov.in/,,
14/07/2021,Gujarat,,,,24448788,Tested,,,,,,,,,,,6099,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9637,https://gujcovid19.gujarat.gov.in/,,
15/07/2021,Gujarat,,,,24508164,Tested,,,,,,,,,,,6236,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9658,https://gujcovid19.gujarat.gov.in/,,
16/07/2021,Gujarat,,,,24564137,Tested,,,,,,,,,,,6296,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9681,https://gujcovid19.gujarat.gov.in/,,
17/07/2021,Gujarat,,,,24626287,Tested,,,,,,,,,,,5655,All Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/9703,https://gujcovid19.gujarat.gov.in/,,
18/07/2021,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,
19/07/2021,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,Haryana,,,,1325,Samples Sent,44,938,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/BULLETIN%20EVENING03042020.pdf,,,
07/04/2020,Haryana,,,,2520,Samples Sent,141,1821,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020Morning.pdf,,,
08/04/2020,Haryana,,,,2650,Samples Sent,153,1885,612,,,,,,,,,,,,,,,,,,,,,,,,,8649,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020%20evening.pdf,,,
09/04/2020,Haryana,,,,2964,Samples Sent,156,2017,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2009042020evening.pdf,,,
10/04/2020,Haryana,,,,3527,Samples Sent,162,2447,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2010042020%20evening.pdf,,,
11/04/2020,Haryana,,,,3663,Samples Sent,165,2472,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/2051,,,
12/04/2020,Haryana,,,,3903,Samples Sent,181,2513,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin12042020%20evening.pdf,,,
13/04/2020,Haryana,,,,4489,Samples Sent,182,2961,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%201342020%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,,
14/04/2020,Haryana,,,,5210,Samples Sent,184,3681,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nrhmhp.gov.in/,http://www.nhmharyana.gov.in/page.aspx?id=208,,
15/04/2020,Haryana,,,,7388,Samples Sent,190,5581,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20date%2015042020evening.pdf,,,
16/04/2020,Haryana,,,,8064,Samples Sent,214,6465,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%2016-04-2020%20Evening.pdf,,,
17/04/2020,Haryana,,,,8884,Samples Sent,223,7148,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin17_04_2020_Evening.pdf,,,
18/04/2020,Haryana,,,,10454,Samples Sent,232,8093,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20-Morning-%2018-04-2020.pdfhttp://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20Evening%2018-04-2020.pdf,,,
19/04/2020,Haryana,,,,12687,Samples Sent,250,10230,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulletin%2019th%20Aprilevening.pdf,,,
20/04/2020,Haryana,,,,13894,Samples Sent,251,11523,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2020-04-2020.pdf,,,
21/04/2020,Haryana,,,,14562,Samples Sent,255,12253,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2021-04-2020.pdf,,,
22/04/2020,Haryana,,,,15561,Samples Sent,264,13397,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2022-04-2020.pdf,,,
23/04/2020,Haryana,,,,17582,Samples Sent,270,15452,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2023-04-2020.pdf,,,
24/04/2020,Haryana,,,,18845,Samples Sent,275,16642,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2024-04-2020.pdf,,,
25/04/2020,Haryana,,,,20270,Samples Sent,287,17787,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2025-04-2020.pdf,,,
26/04/2020,Haryana,,,,21467,Samples Sent,296,19241,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2026-04-2020.pdf,,,
27/04/2020,Haryana,,,,22993,Samples Sent,301,20702,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2027-04-2020.pdf,,,
28/04/2020,Haryana,,,,24826,Samples Sent,308,22578,1940,,,,,,,,,,,,,,,,,,,,,,,,,8734,,,,,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20%2028-04-2020.pdf,,,
